$spouts,$max_spout,$sorters,$emit_freq,$chunk_size,$message_size,<$throughput
1,1000,9,10,2.00E+06,10000,75543
1,1000,9,10,2.00E+06,1.00E+05,76188
1,1000,9,10,1.00E+07,1000,72986
1,1000,9,10,1.00E+07,10000,74505
1,1000,9,10,1.00E+07,1.00E+05,72902
1,1000,9,60,1.00E+05,1000,80826
1,1000,9,60,1.00E+05,10000,80624
1,1000,9,60,1.00E+05,1.00E+05,77903
1,1000,9,60,1.00E+06,1000,73838
1,1000,9,60,1.00E+06,10000,70755
1,1000,9,60,1.00E+06,1.00E+05,74850
1,1000,9,60,2.00E+06,1000,76201
1,1000,9,60,2.00E+06,10000,77174
1,1000,9,60,2.00E+06,1.00E+05,72901
1,1000,9,60,1.00E+07,1000,69591
1,1000,9,60,1.00E+07,10000,70762
1,1000,9,60,1.00E+07,1.00E+05,72044
1,1000,9,120,1.00E+05,1000,72040
1,1000,9,120,1.00E+05,10000,77823
1,1000,9,120,1.00E+05,1.00E+05,75236
1,1000,9,120,1.00E+06,1000,76598
1,1000,9,120,1.00E+06,10000,77006
1,1000,9,120,1.00E+06,1.00E+05,77039
1,1000,9,120,2.00E+06,1000,78978
1,1000,9,120,2.00E+06,10000,80392
1,1000,9,120,2.00E+06,1.00E+05,73395
1,1000,9,120,1.00E+07,1000,68681
1,1000,9,120,1.00E+07,10000,71090
1,1000,9,120,1.00E+07,1.00E+05,68560
1,1000,9,300,1.00E+05,1000,77322
1,1000,9,300,1.00E+05,10000,79990
1,1000,9,300,1.00E+05,1.00E+05,74246
1,1000,9,300,1.00E+06,1000,82934
1,1000,9,300,1.00E+06,10000,79579
1,1000,9,300,1.00E+06,1.00E+05,74957
1,1000,9,300,2.00E+06,1000,72929
1,1000,9,300,2.00E+06,10000,77254
1,1000,9,300,2.00E+06,1.00E+05,73425
1,1000,9,300,1.00E+07,1000,76592
1,1000,9,300,1.00E+07,10000,73158
1,1000,9,300,1.00E+07,1.00E+05,76626
1,1000,12,1,1.00E+05,1000,78875
1,1000,12,1,1.00E+05,10000,85162
1,1000,12,1,1.00E+05,1.00E+05,75725
1,1000,12,1,1.00E+06,1000,76196
1,1000,12,1,1.00E+06,10000,74841
1,1000,12,1,1.00E+06,1.00E+05,77268
1,1000,12,1,2.00E+06,1000,62520
1,1000,12,1,2.00E+06,10000,62876
1,1000,12,1,2.00E+06,1.00E+05,60345
1,1000,12,1,1.00E+07,1000,54740
1,1000,12,1,1.00E+07,10000,53296
1,1000,12,1,1.00E+07,1.00E+05,52971
1,1000,12,10,1.00E+05,1000,65907
1,1000,12,10,1.00E+05,10000,65448
1,1000,12,10,1.00E+05,1.00E+05,68627
1,1000,12,10,1.00E+06,1000,67839
1,1000,12,10,1.00E+06,10000,64674
1,1000,12,10,1.00E+06,1.00E+05,64045
1,1000,12,10,2.00E+06,1000,69026
1,1000,12,10,2.00E+06,10000,64192
1,1000,12,10,2.00E+06,1.00E+05,66608
1,1000,12,10,1.00E+07,1000,61023
1,1000,12,10,1.00E+07,10000,62171
1,1000,12,10,1.00E+07,1.00E+05,61131
1,1000,12,60,1.00E+05,1000,65450
1,1000,12,60,1.00E+05,10000,62150
1,1000,12,60,1.00E+05,1.00E+05,64348
1,1000,12,60,1.00E+06,1000,64304
1,1000,12,60,1.00E+06,10000,65383
1,1000,12,60,1.00E+06,1.00E+05,63462
1,1000,12,60,2.00E+06,1000,62138
1,1000,12,60,2.00E+06,10000,62532
1,1000,12,60,2.00E+06,1.00E+05,63044
1,1000,12,60,1.00E+07,1000,64404
1,1000,12,60,1.00E+07,10000,59984
1,1000,12,60,1.00E+07,1.00E+05,62690
1,1000,12,120,1.00E+05,1000,66083
1,1000,12,120,1.00E+05,10000,64182
1,1000,12,120,1.00E+05,1.00E+05,63269
1,1000,12,120,1.00E+06,1000,67160
1,1000,12,120,1.00E+06,10000,60299
1,1000,12,120,1.00E+06,1.00E+05,66854
1,1000,12,120,2.00E+06,1000,66715
1,1000,12,120,2.00E+06,10000,65275
1,1000,12,120,2.00E+06,1.00E+05,62957
1,1000,12,120,1.00E+07,1000,58424
1,1000,12,120,1.00E+07,10000,59705
1,1000,12,120,1.00E+07,1.00E+05,64254
1,1000,12,300,1.00E+05,1000,62933
1,1000,12,300,1.00E+05,10000,62343
1,1000,12,300,1.00E+05,1.00E+05,62015
1,1000,12,300,1.00E+06,1000,62901
1,1000,12,300,1.00E+06,10000,64997
1,1000,12,300,1.00E+06,1.00E+05,67619
1,1000,12,300,2.00E+06,1000,59996
1,1000,12,300,2.00E+06,10000,56694
1,1000,12,300,2.00E+06,1.00E+05,59897
1,1000,12,300,1.00E+07,1000,59025
1,1000,12,300,1.00E+07,10000,55808
1,1000,12,300,1.00E+07,1.00E+05,59585
1,1000,15,1,1.00E+05,1000,61107
1,1000,15,1,1.00E+05,10000,63661
1,1000,15,1,1.00E+05,1.00E+05,64846
1,1000,15,1,1.00E+06,1000,59518
1,1000,15,1,1.00E+06,10000,63123
1,1000,15,1,1.00E+06,1.00E+05,61781
1,1000,15,1,2.00E+06,1000,64365
1,1000,15,1,2.00E+06,10000,59728
1,1000,15,1,2.00E+06,1.00E+05,58141
1,1000,15,1,1.00E+07,1000,43967
1,1000,15,1,1.00E+07,10000,46922
1,1000,15,1,1.00E+07,1.00E+05,51799
1,1000,15,10,1.00E+05,1000,56773
1,1000,15,10,1.00E+05,10000,62826
1,1000,15,10,1.00E+05,1.00E+05,62542
1,1000,15,10,1.00E+06,1000,60418
1,1000,15,10,1.00E+06,10000,57790
1,1000,15,10,1.00E+06,1.00E+05,63872
1,1000,15,10,2.00E+06,1000,64556
1,1000,15,10,2.00E+06,10000,66107
1,1000,15,10,2.00E+06,1.00E+05,60085
1,1000,15,10,1.00E+07,1000,60638
1,1000,15,10,1.00E+07,10000,51817
1,1000,15,10,1.00E+07,1.00E+05,54565
1,1000,15,60,1.00E+05,1000,62494
1,1000,15,60,1.00E+05,10000,62324
1,1000,15,60,1.00E+05,1.00E+05,61718
1,1000,15,60,1.00E+06,1000,61003
1,1000,15,60,1.00E+06,10000,61224
1,1000,15,60,1.00E+06,1.00E+05,67384
1,1000,15,60,2.00E+06,1000,62156
1,1000,15,60,2.00E+06,10000,61962
1,1000,15,60,2.00E+06,1.00E+05,61545
1,1000,15,60,1.00E+07,1000,56008
1,1000,15,60,1.00E+07,10000,61608
1,1000,15,60,1.00E+07,1.00E+05,63388
1,1000,15,120,1.00E+05,1000,58855
1,1000,15,120,1.00E+05,10000,56818
1,1000,15,120,1.00E+05,1.00E+05,61150
1,1000,15,120,1.00E+06,1000,57145
1,1000,15,120,1.00E+06,10000,59495
1,1000,15,120,1.00E+06,1.00E+05,62479
1,1000,15,120,2.00E+06,1000,58446
1,1000,15,120,2.00E+06,10000,60148
1,1000,15,120,2.00E+06,1.00E+05,63526
1,1000,15,120,1.00E+07,1000,58398
1,1000,15,120,1.00E+07,10000,56054
1,1000,15,120,1.00E+07,1.00E+05,57387
1,1000,15,300,1.00E+05,1000,62816
1,1000,15,300,1.00E+05,10000,61878
1,1000,15,300,1.00E+05,1.00E+05,63940
1,1000,15,300,1.00E+06,1000,62626
1,1000,15,300,1.00E+06,10000,63935
1,1000,15,300,1.00E+06,1.00E+05,59669
1,1000,15,300,2.00E+06,1000,60841
1,1000,15,300,2.00E+06,10000,63667
1,1000,15,300,2.00E+06,1.00E+05,64181
1,1000,15,300,1.00E+07,1000,62015
1,1000,15,300,1.00E+07,10000,59442
1,1000,15,300,1.00E+07,1.00E+05,55326
1,1000,18,1,1.00E+05,1000,61597
1,1000,18,1,1.00E+05,10000,62423
1,1000,18,1,1.00E+05,1.00E+05,59999
1,1000,18,1,1.00E+06,1000,60532
1,1000,18,1,1.00E+06,10000,60326
1,1000,18,1,1.00E+06,1.00E+05,62560
1,1000,18,1,2.00E+06,1000,63837
1,1000,18,1,2.00E+06,10000,60708
1,1000,18,1,2.00E+06,1.00E+05,62184
1,1000,18,1,1.00E+07,1000,42724
1,1000,18,1,1.00E+07,10000,42680
1,1000,18,1,1.00E+07,1.00E+05,41534
1,1000,18,10,1.00E+05,1000,55645
1,1000,18,10,1.00E+05,10000,64397
1,1000,18,10,1.00E+05,1.00E+05,61050
1,1000,18,10,1.00E+06,1000,65092
1,1000,18,10,1.00E+06,10000,61754
1,1000,18,10,1.00E+06,1.00E+05,69274
1,1000,18,10,2.00E+06,1000,64582
1,1000,18,10,2.00E+06,10000,54550
1,1000,18,10,2.00E+06,1.00E+05,62419
1,1000,18,10,1.00E+07,1000,59044
1,1000,18,10,1.00E+07,10000,59712
1,1000,18,10,1.00E+07,1.00E+05,53575
1,1000,18,60,1.00E+05,1000,61250
1,1000,18,60,1.00E+05,10000,61361
1,1000,18,60,1.00E+05,1.00E+05,61394
1,1000,18,60,1.00E+06,1000,65111
1,1000,18,60,1.00E+06,10000,64422
1,1000,18,60,1.00E+06,1.00E+05,62983
1,1000,18,60,2.00E+06,1000,58430
1,1000,18,60,2.00E+06,10000,61791
1,1000,18,60,2.00E+06,1.00E+05,57140
1,1000,18,60,1.00E+07,1000,52375
1,1000,18,60,1.00E+07,10000,57729
1,1000,18,60,1.00E+07,1.00E+05,65989
1,1000,18,120,1.00E+05,1000,62843
1,1000,18,120,1.00E+05,10000,58181
1,1000,18,120,1.00E+05,1.00E+05,62244
1,1000,18,120,1.00E+06,1000,65408
1,1000,18,120,1.00E+06,10000,58317
1,1000,18,120,1.00E+06,1.00E+05,58452
1,1000,18,120,2.00E+06,1000,62176
1,1000,18,120,2.00E+06,10000,60729
1,1000,18,120,2.00E+06,1.00E+05,56880
1,1000,18,120,1.00E+07,1000,57377
1,1000,18,120,1.00E+07,10000,51534
1,1000,18,120,1.00E+07,1.00E+05,50277
1,1000,18,300,1.00E+05,1000,60137
1,1000,18,300,1.00E+05,10000,60427
1,1000,18,300,1.00E+05,1.00E+05,65416
1,1000,18,300,1.00E+06,1000,58888
1,1000,18,300,1.00E+06,10000,58661
1,1000,18,300,1.00E+06,1.00E+05,65168
1,1000,18,300,2.00E+06,1000,61357
1,1000,18,300,2.00E+06,10000,62660
1,1000,18,300,2.00E+06,1.00E+05,58650
1,1000,18,300,1.00E+07,1000,57280
1,1000,18,300,1.00E+07,10000,56201
1,1000,18,300,1.00E+07,1.00E+05,53396
1,10000,1,1,1.00E+05,1000,2790.9
1,10000,1,1,1.00E+05,10000,3867
1,10000,1,1,1.00E+05,1.00E+05,2129.5
1,10000,1,1,1.00E+06,1000,2702.1
1,10000,1,1,1.00E+06,10000,3781
1,10000,1,1,1.00E+06,1.00E+05,2983.7
1,10000,1,1,2.00E+06,1000,2842.8
1,10000,1,1,2.00E+06,10000,3703.6
1,10000,1,1,2.00E+06,1.00E+05,3341.8
1,10000,1,1,1.00E+07,1000,2650.9
1,10000,1,1,1.00E+07,10000,4392.7
1,10000,1,1,1.00E+07,1.00E+05,2634.8
1,10000,1,10,1.00E+05,1000,3294.6
1,10000,1,10,1.00E+05,10000,3439.8
1,10000,1,10,1.00E+05,1.00E+05,2021.4
1,10000,1,10,1.00E+06,1000,2947.2
1,10000,1,10,1.00E+06,10000,3383.4
1,10000,1,10,1.00E+06,1.00E+05,2258.4
1,10000,1,10,2.00E+06,1000,3038.8
1,10000,1,10,2.00E+06,10000,4170.2
1,10000,1,10,2.00E+06,1.00E+05,2072.6
1,10000,1,10,1.00E+07,1000,2737.4
1,10000,1,10,1.00E+07,10000,4114
1,10000,1,10,1.00E+07,1.00E+05,2899.8
1,10000,1,60,1.00E+05,1000,3011.2
1,10000,1,60,1.00E+05,10000,3760.6
1,10000,1,60,1.00E+05,1.00E+05,2868.8
1,10000,1,60,1.00E+06,1000,3006.4
1,10000,1,60,1.00E+06,10000,4255
1,10000,1,60,1.00E+06,1.00E+05,2494.3
1,10000,1,60,2.00E+06,1000,2859.1
1,10000,1,60,2.00E+06,10000,4037.6
1,10000,1,60,2.00E+06,1.00E+05,2295.5
1,10000,1,60,1.00E+07,1000,2920.2
1,10000,1,60,1.00E+07,10000,3138.7
1,10000,1,60,1.00E+07,1.00E+05,2294.6
1,10000,1,120,1.00E+05,1000,2953
1,10000,1,120,1.00E+05,10000,3774.6
1,10000,1,120,1.00E+05,1.00E+05,2005.6
1,10000,1,120,1.00E+06,1000,2900.1
1,10000,1,120,1.00E+06,10000,4411
1,10000,1,120,1.00E+06,1.00E+05,1832.2
1,10000,1,120,2.00E+06,1000,2846.7
1,10000,1,120,2.00E+06,10000,3738
1,10000,1,120,2.00E+06,1.00E+05,2370
1,10000,1,120,1.00E+07,1000,2839.4
1,10000,1,120,1.00E+07,10000,4706.5
1,10000,1,120,1.00E+07,1.00E+05,2669.8
1,10000,1,300,1.00E+05,1000,2929.3
1,10000,1,300,1.00E+05,10000,3780
1,10000,1,300,1.00E+05,1.00E+05,1848.1
1,10000,1,300,1.00E+06,1000,3160.4
1,10000,1,300,1.00E+06,10000,3716.6
1,10000,1,300,1.00E+06,1.00E+05,1734.7
1,10000,1,300,2.00E+06,1000,3005.9
1,10000,1,300,2.00E+06,10000,4785.8
1,10000,1,300,2.00E+06,1.00E+05,2397.9
1,10000,1,300,1.00E+07,1000,2868.1
1,10000,1,300,1.00E+07,10000,4055
1,10000,1,300,1.00E+07,1.00E+05,2213.8
1,10000,2,1,1.00E+05,1000,5482.3
1,10000,2,1,1.00E+05,10000,2499.3
1,10000,2,1,1.00E+05,1.00E+05,1866.9
1,10000,2,1,1.00E+06,1000,6124.9
1,10000,2,1,1.00E+06,10000,3594.8
1,10000,2,1,1.00E+06,1.00E+05,1932.3
1,10000,2,1,2.00E+06,1000,5672.4
1,10000,2,1,2.00E+06,10000,1948.5
1,10000,2,1,2.00E+06,1.00E+05,2357
1,10000,2,1,1.00E+07,1000,4996.8
1,10000,2,1,1.00E+07,10000,3341.2
1,10000,2,1,1.00E+07,1.00E+05,1612.6
1,10000,2,10,1.00E+05,1000,5328.4
1,10000,2,10,1.00E+05,10000,1966.9
1,10000,2,10,1.00E+05,1.00E+05,1548.5
1,10000,2,10,1.00E+06,1000,5306.5
1,10000,2,10,1.00E+06,10000,2489.9
1,10000,2,10,1.00E+06,1.00E+05,1834.4
1,10000,2,10,2.00E+06,1000,5949.2
1,10000,2,10,2.00E+06,10000,2170
1,10000,2,10,2.00E+06,1.00E+05,2325.8
1,10000,2,10,1.00E+07,1000,5459.8
1,10000,2,10,1.00E+07,10000,3965.6
1,10000,2,10,1.00E+07,1.00E+05,1745.5
1,10000,2,60,1.00E+05,1000,5131.4
1,10000,2,60,1.00E+05,10000,2451
1,10000,2,60,1.00E+05,1.00E+05,1846.5
1,10000,2,60,1.00E+06,1000,4925.7
1,10000,2,60,1.00E+06,10000,2534.3
1,10000,2,60,1.00E+06,1.00E+05,2122
1,10000,2,60,2.00E+06,1000,5322.3
1,10000,2,60,2.00E+06,10000,3801.5
1,10000,2,60,2.00E+06,1.00E+05,1611.1
1,10000,2,60,1.00E+07,1000,5882.6
1,10000,2,60,1.00E+07,10000,2021.3
1,10000,2,60,1.00E+07,1.00E+05,1760.2
1,10000,2,120,1.00E+05,1000,5563.2
1,10000,2,120,1.00E+05,10000,2490.1
1,10000,2,120,1.00E+05,1.00E+05,2053.3
1,10000,2,120,1.00E+06,1000,5938.4
1,10000,2,120,1.00E+06,10000,3931.6
1,10000,2,120,1.00E+06,1.00E+05,1735.5
1,10000,2,120,2.00E+06,1000,5713.5
1,10000,2,120,2.00E+06,10000,2700
1,10000,2,120,2.00E+06,1.00E+05,1421.2
1,10000,2,120,1.00E+07,1000,5779.2
1,10000,2,120,1.00E+07,10000,3691.7
1,10000,2,120,1.00E+07,1.00E+05,2372.1
1,10000,2,300,1.00E+05,1000,5219.7
1,10000,2,300,1.00E+05,10000,2390.9
1,10000,2,300,1.00E+05,1.00E+05,1811.4
1,10000,2,300,1.00E+06,1000,5268.9
1,10000,2,300,1.00E+06,10000,3204.9
1,10000,2,300,1.00E+06,1.00E+05,2081.2
1,10000,2,300,2.00E+06,1000,5055.9
1,10000,2,300,2.00E+06,10000,2472.7
1,10000,2,300,2.00E+06,1.00E+05,1800.9
1,10000,2,300,1.00E+07,1000,5818.5
1,10000,2,300,1.00E+07,10000,2150.8
1,10000,2,300,1.00E+07,1.00E+05,1813.3
1,10000,3,1,1.00E+05,1000,1.32E+05
1,10000,3,1,1.00E+05,10000,1.48E+05
1,10000,3,1,1.00E+05,1.00E+05,1.26E+05
1,10000,3,1,1.00E+06,1000,1.37E+05
1,10000,3,1,1.00E+06,10000,1.51E+05
1,10000,3,1,1.00E+06,1.00E+05,1.37E+05
1,10000,3,1,2.00E+06,1000,1.33E+05
1,10000,3,1,2.00E+06,10000,1.39E+05
1,10000,3,1,2.00E+06,1.00E+05,1.31E+05
1,10000,3,1,1.00E+07,1000,1.19E+05
1,10000,3,1,1.00E+07,10000,1.24E+05
1,10000,3,1,1.00E+07,1.00E+05,1.22E+05
1,10000,3,10,1.00E+05,1000,1.36E+05
1,10000,3,10,1.00E+05,10000,1.31E+05
1,10000,3,10,1.00E+05,1.00E+05,1.31E+05
1,10000,3,10,1.00E+06,1000,1.46E+05
1,10000,3,10,1.00E+06,10000,1.30E+05
1,10000,3,10,1.00E+06,1.00E+05,1.28E+05
1,10000,3,10,2.00E+06,1000,1.38E+05
1,10000,3,10,2.00E+06,10000,1.29E+05
1,10000,3,10,2.00E+06,1.00E+05,1.38E+05
1,10000,3,10,1.00E+07,1000,1.32E+05
1,10000,3,10,1.00E+07,10000,1.34E+05
1,10000,3,10,1.00E+07,1.00E+05,1.48E+05
1,10000,3,60,1.00E+05,1000,1.35E+05
1,10000,3,60,1.00E+05,10000,1.39E+05
1,10000,3,60,1.00E+05,1.00E+05,1.36E+05
1,10000,3,60,1.00E+06,1000,1.33E+05
1,10000,3,60,1.00E+06,10000,1.40E+05
1,10000,3,60,1.00E+06,1.00E+05,1.32E+05
1,10000,3,60,2.00E+06,1000,1.29E+05
1,10000,3,60,2.00E+06,10000,1.44E+05
1,10000,3,60,2.00E+06,1.00E+05,1.51E+05
1,10000,3,60,1.00E+07,1000,1.35E+05
1,10000,3,60,1.00E+07,10000,1.37E+05
1,10000,3,60,1.00E+07,1.00E+05,1.31E+05
1,10000,3,120,1.00E+05,1000,1.26E+05
1,10000,3,120,1.00E+05,10000,1.27E+05
1,10000,3,120,1.00E+05,1.00E+05,1.33E+05
1,10000,3,120,1.00E+06,1000,1.32E+05
1,10000,3,120,1.00E+06,10000,1.25E+05
1,10000,3,120,1.00E+06,1.00E+05,1.39E+05
1,10000,3,120,2.00E+06,1000,1.40E+05
1,10000,3,120,2.00E+06,10000,1.31E+05
1,10000,3,120,2.00E+06,1.00E+05,1.22E+05
1,10000,3,120,1.00E+07,1000,1.38E+05
1,10000,3,120,1.00E+07,10000,1.27E+05
1,10000,3,120,1.00E+07,1.00E+05,1.35E+05
1,10000,3,300,1.00E+05,1000,1.34E+05
1,10000,3,300,1.00E+05,10000,1.40E+05
1,10000,3,300,1.00E+05,1.00E+05,1.28E+05
1,10000,3,300,1.00E+06,1000,1.47E+05
1,10000,3,300,1.00E+06,10000,1.35E+05
1,10000,3,300,1.00E+06,1.00E+05,1.37E+05
1,10000,3,300,2.00E+06,1000,1.45E+05
1,10000,3,300,2.00E+06,10000,1.29E+05
1,10000,3,300,2.00E+06,1.00E+05,1.32E+05
1,10000,3,300,1.00E+07,1000,1.32E+05
1,10000,3,300,1.00E+07,10000,1.32E+05
1,10000,3,300,1.00E+07,1.00E+05,1.40E+05
1,10000,6,1,1.00E+05,1000,1.34E+05
1,10000,6,1,1.00E+05,10000,1.37E+05
1,10000,6,1,1.00E+05,1.00E+05,1.35E+05
1,10000,6,1,1.00E+06,1000,1.34E+05
1,10000,6,1,1.00E+06,10000,1.28E+05
1,10000,6,1,1.00E+06,1.00E+05,1.34E+05
1,10000,6,1,2.00E+06,1000,1.30E+05
1,10000,6,1,2.00E+06,10000,1.11E+05
1,10000,6,1,2.00E+06,1.00E+05,1.24E+05
1,10000,6,1,1.00E+07,1000,1.13E+05
1,10000,6,1,1.00E+07,10000,1.08E+05
1,10000,6,1,1.00E+07,1.00E+05,1.03E+05
1,10000,6,10,1.00E+05,1000,1.40E+05
1,10000,6,10,1.00E+05,10000,1.33E+05
1,10000,6,10,1.00E+05,1.00E+05,1.42E+05
1,10000,6,10,1.00E+06,1000,1.27E+05
1,10000,6,10,1.00E+06,10000,1.24E+05
1,10000,6,10,1.00E+06,1.00E+05,1.34E+05
1,10000,6,10,2.00E+06,1000,1.36E+05
1,10000,6,10,2.00E+06,10000,1.31E+05
1,10000,6,10,2.00E+06,1.00E+05,1.30E+05
1,10000,6,10,1.00E+07,1000,1.37E+05
1,10000,6,10,1.00E+07,10000,1.24E+05
1,10000,6,10,1.00E+07,1.00E+05,1.36E+05
1,10000,6,60,1.00E+05,1000,1.36E+05
1,10000,6,60,1.00E+05,10000,1.50E+05
1,10000,6,60,1.00E+05,1.00E+05,1.40E+05
1,10000,6,60,1.00E+06,1000,1.31E+05
1,10000,6,60,1.00E+06,10000,1.35E+05
1,10000,6,60,1.00E+06,1.00E+05,1.36E+05
1,10000,6,60,2.00E+06,1000,1.39E+05
1,10000,6,60,2.00E+06,10000,1.36E+05
1,10000,6,60,2.00E+06,1.00E+05,1.45E+05
1,10000,6,60,1.00E+07,1000,1.26E+05
1,10000,6,60,1.00E+07,10000,1.55E+05
1,10000,6,60,1.00E+07,1.00E+05,1.37E+05
1,10000,6,120,1.00E+05,1000,1.40E+05
1,10000,6,120,1.00E+05,10000,1.28E+05
1,10000,6,120,1.00E+05,1.00E+05,1.36E+05
1,10000,6,120,1.00E+06,1000,1.28E+05
1,10000,6,120,1.00E+06,10000,1.38E+05
1,10000,6,120,1.00E+06,1.00E+05,1.37E+05
1,10000,6,120,2.00E+06,1000,1.31E+05
1,10000,6,120,2.00E+06,10000,1.33E+05
1,10000,6,120,2.00E+06,1.00E+05,1.34E+05
1,10000,6,120,1.00E+07,1000,1.34E+05
1,10000,6,120,1.00E+07,10000,1.40E+05
1,10000,6,120,1.00E+07,1.00E+05,1.24E+05
1,10000,6,300,1.00E+05,1000,1.50E+05
1,10000,6,300,1.00E+05,10000,1.48E+05
1,10000,6,300,1.00E+05,1.00E+05,1.40E+05
1,10000,6,300,1.00E+06,1000,1.40E+05
1,10000,6,300,1.00E+06,10000,1.42E+05
1,10000,6,300,1.00E+06,1.00E+05,1.45E+05
1,10000,6,300,2.00E+06,1000,1.31E+05
1,10000,6,300,2.00E+06,10000,1.37E+05
1,10000,6,300,2.00E+06,1.00E+05,1.34E+05
1,10000,6,300,1.00E+07,1000,1.39E+05
1,10000,6,300,1.00E+07,10000,1.40E+05
1,10000,6,300,1.00E+07,1.00E+05,1.42E+05
1,10000,9,1,1.00E+05,1000,1.55E+05
1,10000,9,1,1.00E+05,10000,1.65E+05
1,10000,9,1,1.00E+05,1.00E+05,1.56E+05
1,10000,9,1,1.00E+06,1000,1.54E+05
1,10000,9,1,1.00E+06,10000,1.42E+05
1,10000,9,1,1.00E+06,1.00E+05,1.46E+05
1,10000,9,1,2.00E+06,1000,1.39E+05
1,10000,9,1,2.00E+06,10000,1.40E+05
1,10000,9,1,2.00E+06,1.00E+05,1.51E+05
1,10000,9,1,1.00E+07,1000,1.08E+05
1,10000,9,1,1.00E+07,10000,1.01E+05
1,10000,9,1,1.00E+07,1.00E+05,1.03E+05
1,10000,9,10,1.00E+05,1000,1.61E+05
1,10000,9,10,1.00E+05,10000,1.50E+05
1,10000,9,10,1.00E+05,1.00E+05,1.51E+05
1,10000,9,10,1.00E+06,1000,1.49E+05
1,10000,9,10,1.00E+06,10000,1.40E+05
1,10000,9,10,1.00E+06,1.00E+05,1.51E+05
1,10000,9,10,2.00E+06,1000,1.49E+05
1,10000,9,10,2.00E+06,10000,1.40E+05
1,10000,9,10,2.00E+06,1.00E+05,1.51E+05
1,10000,9,10,1.00E+07,1000,1.56E+05
1,10000,9,10,1.00E+07,10000,1.32E+05
1,10000,9,10,1.00E+07,1.00E+05,1.50E+05
1,10000,9,60,1.00E+05,1000,1.44E+05
1,10000,9,60,1.00E+05,10000,1.56E+05
1,10000,9,60,1.00E+05,1.00E+05,1.49E+05
1,10000,9,60,1.00E+06,1000,1.43E+05
1,10000,9,60,1.00E+06,10000,1.43E+05
1,10000,9,60,1.00E+06,1.00E+05,1.42E+05
1,10000,9,60,2.00E+06,1000,1.46E+05
1,10000,9,60,2.00E+06,10000,1.36E+05
1,10000,9,60,2.00E+06,1.00E+05,1.55E+05
1,10000,9,60,1.00E+07,1000,1.33E+05
1,10000,9,60,1.00E+07,10000,1.42E+05
1,10000,9,60,1.00E+07,1.00E+05,1.33E+05
1,10000,9,120,1.00E+05,1000,1.49E+05
1,10000,9,120,1.00E+05,10000,1.49E+05
1,10000,9,120,1.00E+05,1.00E+05,1.55E+05
1,10000,9,120,1.00E+06,1000,1.48E+05
1,10000,9,120,1.00E+06,10000,1.39E+05
1,10000,9,120,1.00E+06,1.00E+05,1.40E+05
1,10000,9,120,2.00E+06,1000,1.48E+05
1,10000,9,120,2.00E+06,10000,1.54E+05
1,10000,9,120,2.00E+06,1.00E+05,1.41E+05
1,10000,9,120,1.00E+07,1000,1.34E+05
1,10000,9,120,1.00E+07,10000,1.36E+05
1,10000,9,120,1.00E+07,1.00E+05,1.41E+05
1,10000,9,300,1.00E+05,1000,1.43E+05
1,10000,9,300,1.00E+05,10000,1.55E+05
1,10000,9,300,1.00E+05,1.00E+05,1.59E+05
1,10000,9,300,1.00E+06,1000,1.50E+05
1,10000,9,300,1.00E+06,10000,1.40E+05
1,10000,9,300,1.00E+06,1.00E+05,1.48E+05
1,10000,9,300,2.00E+06,1000,1.54E+05
1,10000,9,300,2.00E+06,10000,1.49E+05
1,10000,9,300,2.00E+06,1.00E+05,1.42E+05
1,10000,9,300,1.00E+07,1000,1.31E+05
1,10000,9,300,1.00E+07,10000,1.49E+05
1,10000,9,300,1.00E+07,1.00E+05,1.49E+05
1,10000,12,1,1.00E+05,1000,1.52E+05
1,10000,12,1,1.00E+05,10000,1.47E+05
1,10000,12,1,1.00E+05,1.00E+05,1.56E+05
1,10000,12,1,1.00E+06,1000,1.49E+05
1,10000,12,1,1.00E+06,10000,1.47E+05
1,10000,12,1,1.00E+06,1.00E+05,1.48E+05
1,10000,12,1,2.00E+06,1000,1.54E+05
1,10000,12,1,2.00E+06,10000,1.47E+05
1,10000,12,1,2.00E+06,1.00E+05,1.62E+05
1,10000,12,1,1.00E+07,1000,1.07E+05
1,10000,12,1,1.00E+07,10000,97809
1,10000,12,1,1.00E+07,1.00E+05,97102
1,10000,12,10,1.00E+05,1000,1.62E+05
1,10000,12,10,1.00E+05,10000,1.65E+05
1,10000,12,10,1.00E+05,1.00E+05,1.55E+05
1,10000,12,10,1.00E+06,1000,1.59E+05
1,10000,12,10,1.00E+06,10000,1.50E+05
1,10000,12,10,1.00E+06,1.00E+05,1.50E+05
1,10000,12,10,2.00E+06,1000,1.55E+05
1,10000,12,10,2.00E+06,10000,1.57E+05
1,10000,12,10,2.00E+06,1.00E+05,1.67E+05
1,10000,12,10,1.00E+07,1000,1.49E+05
1,10000,12,10,1.00E+07,10000,1.52E+05
1,10000,12,10,1.00E+07,1.00E+05,1.60E+05
1,10000,12,60,1.00E+05,1000,1.72E+05
1,10000,12,60,1.00E+05,10000,1.66E+05
1,10000,12,60,1.00E+05,1.00E+05,1.55E+05
1,10000,12,60,1.00E+06,1000,1.69E+05
1,10000,12,60,1.00E+06,10000,1.41E+05
1,10000,12,60,1.00E+06,1.00E+05,1.53E+05
1,10000,12,60,2.00E+06,1000,1.52E+05
1,10000,12,60,2.00E+06,10000,1.54E+05
